TC2004_ID,NAME,TotalOfPremise,Comparison_Prop,Convenience_Prop,Leisure_Prop,Services_Prop,Vacant_Prop
RC0015,Amersham Retail Core,46,0.456521739,0.130434783,0.130434783,0.239130435,0.043478261
TC0028,Ammanford,21,0.428571429,0.142857143,0.047619048,0.333333333,0.047619048
TC0029,Ampthill,11,0.454545455,0.181818182,0.090909091,0.272727273,0
TC0030,Andover,253,0.351778656,0.051383399,0.201581028,0.335968379,0.059288538
RC0016,Andover Retail Core,178,0.43258427,0.073033708,0.162921348,0.286516854,0.04494382
TC0031,Appleby-in-Westmorland,3,0,0.333333333,0,0.666666667,0
TC0032,Archway,118,0.211864407,0.161016949,0.322033898,0.228813559,0.076271186
TC0033,Armley,14,0.5,0.142857143,0.071428571,0.285714286,0
TC0034,Arnold,174,0.350574713,0.074712644,0.189655172,0.298850575,0.086206897
RC0017,Arnold Retail Core,128,0.3515625,0.09375,0.15625,0.3125,0.0859375
TC0036,Arundel,12,0.166666667,0.166666667,0.166666667,0.5,0
TC0037,Ascot,11,0.181818182,0.363636364,0,0.454545455,0
TC0038,Ashbourne,20,0.45,0.2,0,0.35,0
TC0039,Ashby,16,0.4375,0.1875,0.0625,0.3125,0
TC0040,Ashby-de-la-Zouch,29,0.344827586,0.172413793,0,0.448275862,0.034482759
RC0018,Ashby-de-la-Zouch Retail Core,22,0.363636364,0.136363636,0,0.454545455,0.045454545
TC0041,"Ashford, Kent",262,0.389312977,0.038167939,0.209923664,0.328244275,0.034351145
RC0019,"Ashford, Kent Retail Core",225,0.408888889,0.035555556,0.191111111,0.328888889,0.035555556
TC0042,"Ashford, Middlesex",92,0.293478261,0.086956522,0.173913043,0.402173913,0.043478261
TC0043,Ashington,44,0.5,0.090909091,0.045454545,0.318181818,0.045454545
RC0020,Ashington Retail Core,25,0.56,0.12,0,0.24,0.08
TC0044,Ashley Down,111,0.207207207,0.081081081,0.234234234,0.297297297,0.18018018
TC0046,"Ashton Gate, Bristol",42,0.30952381,0.214285714,0.166666667,0.166666667,0.142857143
TC0047,Ashton-in-Makerfield,25,0.28,0.24,0.12,0.36,0
RC0021,Ashton-in-Makerfield Retail Core,14,0.285714286,0.357142857,0.071428571,0.285714286,0
TC0048,Ashton-under-Lyne,340,0.417647059,0.058823529,0.2,0.267647059,0.055882353
RC0022,Ashton-under-Lyne Retail Core,280,0.45,0.067857143,0.160714286,0.260714286,0.060714286
TC0049,Askew Road,46,0.217391304,0.130434783,0.326086957,0.239130435,0.086956522
TC0051,Atherstone,16,0.1875,0.4375,0.0625,0.3125,0
TC0052,Atherton,17,0.235294118,0.176470588,0.117647059,0.411764706,0.058823529
TC0053,Attleborough,NA,NA,NA,NA,NA,NA
TC0054,Axminster,9,0.111111111,0.222222222,0,0.666666667,0
TC0055,Aylesbury,250,0.364,0.048,0.204,0.324,0.06
RC0023,Aylesbury Retail Core,205,0.380487805,0.03902439,0.175609756,0.336585366,0.068292683
TC0056,Aylsham,8,0.125,0.5,0,0.375,0
TC0057,Bacup,8,0.25,0.25,0.125,0.375,0
TC0059,"Bakers Arms, Leyton",148,0.337837838,0.148648649,0.216216216,0.236486486,0.060810811
TC0060,Bakewell,19,0.473684211,0.157894737,0,0.368421053,0
TC0061,"Balaam Street, Plaistow",100,0.28,0.11,0.28,0.25,0.08
TC0062,Baldock,4,0.25,0,0.25,0.5,0
TC0063,Balham,263,0.220532319,0.106463878,0.266159696,0.307984791,0.098859316
RC0025,Balham Retail Core,83,0.265060241,0.144578313,0.204819277,0.301204819,0.084337349
TC0064,Banbury,456,0.35745614,0.074561404,0.214912281,0.285087719,0.067982456
RC0026,Banbury Retail Core,355,0.394366197,0.064788732,0.188732394,0.278873239,0.073239437
TC0065,Bangor,115,0.52173913,0.07826087,0.104347826,0.252173913,0.043478261
RC0027,Bangor Retail Core,94,0.5,0.095744681,0.095744681,0.255319149,0.053191489
TC0066,Banstead,81,0.395061728,0.098765432,0.111111111,0.358024691,0.037037037
RC0028,Banstead Retail Core,38,0.394736842,0.078947368,0.052631579,0.421052632,0.052631579
TC0067,Bargoed,12,0.416666667,0.083333333,0,0.416666667,0.083333333
TC0068,Barking,224,0.352678571,0.116071429,0.254464286,0.25,0.026785714
RC0029,Barking Retail Core,110,0.5,0.1,0.154545455,0.227272727,0.018181818
TC0069,Barking Road,48,0.354166667,0.125,0.229166667,0.229166667,0.0625
TC0070,Barking Road West,53,0.113207547,0.226415094,0.320754717,0.301886792,0.037735849
TC0071,Barkingside,124,0.298387097,0.129032258,0.193548387,0.330645161,0.048387097
TC0072,Barnard Castle,19,0.526315789,0.157894737,0,0.315789474,0
TC0073,Barnes,31,0.35483871,0.161290323,0.129032258,0.290322581,0.064516129
TC0074,Barnes Bridge,45,0.377777778,0.155555556,0.155555556,0.222222222,0.088888889
TC0075,Barnoldswick,7,0.142857143,0.285714286,0,0.571428571,0
TC0076,Barnsley,406,0.36453202,0.061576355,0.248768473,0.312807882,0.012315271
RC0030,Barnsley Retail Core,345,0.365217391,0.069565217,0.24057971,0.313043478,0.011594203
TC0077,Barnstaple,315,0.444444444,0.079365079,0.184126984,0.241269841,0.050793651
RC0031,Barnstaple Retail Core,269,0.479553903,0.085501859,0.156133829,0.223048327,0.055762082
TC0078,Barnt Green,2,0.5,0.5,0,0,0
TC0079,Barrow-in-Furness,296,0.456081081,0.054054054,0.206081081,0.219594595,0.064189189
RC0032,Barrow-in-Furness Retail Core,236,0.495762712,0.050847458,0.173728814,0.211864407,0.06779661
TC0080,Barry,88,0.397727273,0.102272727,0.159090909,0.295454545,0.045454545
TC0081,Barry West,1,0,0,0,1,0
TC0082,Barton-upon-Humber,9,0.333333333,0.111111111,0.111111111,0.444444444,0
TC0083,Basildon,256,0.4609375,0.0625,0.15234375,0.25390625,0.0703125
RC0033,Basildon Retail Core,225,0.448888889,0.066666667,0.155555556,0.253333333,0.075555556
TC0084,Basingstoke,313,0.412140575,0.051118211,0.207667732,0.303514377,0.025559105
RC0034,Basingstoke Retail Core,266,0.45112782,0.060150376,0.187969925,0.278195489,0.022556391
TC0085,Bath,844,0.432464455,0.049763033,0.25,0.183649289,0.084123223
RC0035,Bath Retail Core,638,0.460815047,0.054858934,0.219435737,0.186520376,0.078369906
TC0086,Batley,22,0.272727273,0.136363636,0.136363636,0.409090909,0.045454545
TC0087,Battersea,108,0.305555556,0.083333333,0.240740741,0.231481481,0.138888889
TC0089,Battersea Riverside,32,0.1875,0.125,0.4375,0.1875,0.0625
TC0090,Battle,14,0.285714286,0.142857143,0.071428571,0.5,0
TC0091,Bawtry,5,0.2,0.4,0,0.4,0
RC0036,Bayswater Retail Core,196,0.357142857,0.091836735,0.295918367,0.229591837,0.025510204
TC0092,Beaconsfield,98,0.510204082,0.040816327,0.132653061,0.295918367,0.020408163
TC0093,"Bearwood, Smethwick",13,0.384615385,0.076923077,0.076923077,0.384615385,0.076923077
RC0037,"Bearwood, Smethwick Retail Core",5,0.6,0,0,0.2,0.2
TC0094,Beaumont Leys Shopping Centre,29,0.655172414,0.103448276,0.068965517,0.172413793,0
RC0038,Beaumont Leys Shopping Centre Retail Core,28,0.678571429,0.107142857,0.035714286,0.178571429,0
TC0095,Beccles,23,0.47826087,0.130434783,0.043478261,0.347826087,0
RC0039,Beccles Retail Core,20,0.45,0.15,0,0.4,0
TC0096,Beckenham,207,0.280193237,0.072463768,0.236714976,0.323671498,0.086956522
RC0040,Beckenham Retail Core,47,0.276595745,0.042553191,0.170212766,0.446808511,0.063829787
TC0097,Bedale,8,0.125,0.25,0.125,0.5,0
TC0098,Bedford,462,0.333333333,0.075757576,0.244588745,0.287878788,0.058441558
RC0041,Bedford Retail Core,315,0.387301587,0.06984127,0.196825397,0.276190476,0.06984127
TC0099,Bedminster,164,0.274390244,0.097560976,0.170731707,0.274390244,0.182926829
RC0042,Bedminster Retail Core,79,0.341772152,0.088607595,0.126582278,0.240506329,0.202531646
TC0100,Bedworth,35,0.371428571,0.2,0.028571429,0.371428571,0.028571429
TC0101,Beeston,161,0.378881988,0.105590062,0.149068323,0.304347826,0.062111801
RC0043,Beeston Retail Core,118,0.389830508,0.101694915,0.152542373,0.288135593,0.06779661
RC0044,"Bell Lane, Aldgate Retail Core",128,0.703125,0.046875,0.125,0.03125,0.09375
TC0103,Belper,173,0.375722543,0.086705202,0.190751445,0.289017341,0.057803468
RC0045,Belper Retail Core,56,0.267857143,0.107142857,0.178571429,0.321428571,0.125
TC0104,Belsize Park,33,0.272727273,0.090909091,0.212121212,0.303030303,0.121212121
TC0105,Berkhamsted,152,0.414473684,0.046052632,0.151315789,0.375,0.013157895
RC0046,Berkhamsted Retail Core,79,0.481012658,0.075949367,0.088607595,0.341772152,0.012658228
TC0106,Berwick-upon-Tweed,189,0.428571429,0.052910053,0.232804233,0.216931217,0.068783069
RC0047,Berwick-upon-Tweed Retail Core,108,0.518518519,0.064814815,0.212962963,0.175925926,0.027777778
TC0107,Bethnal Green,261,0.329501916,0.099616858,0.256704981,0.264367816,0.049808429
TC0109,Beverley,278,0.413669065,0.079136691,0.197841727,0.258992806,0.050359712
RC0048,Beverley Retail Core,236,0.419491525,0.06779661,0.186440678,0.271186441,0.055084746
TC0110,Bewdley,1,0,1,0,0,0
TC0111,Bexhill-on-Sea,8,0.25,0.125,0.25,0.375,0
RC0049,Bexhill-on-Sea Retail Core,7,0.285714286,0,0.285714286,0.428571429,0
TC0112,Bexleyheath,204,0.406862745,0.083333333,0.166666667,0.289215686,0.053921569
RC0050,Bexleyheath Retail Core,120,0.516666667,0.075,0.133333333,0.25,0.025
TC0113,Bicester,14,0.571428571,0.142857143,0.071428571,0.214285714,0
RC0051,Bicester Retail Core,11,0.545454545,0.181818182,0,0.272727273,0
TC0114,Biddulph,4,0,0.25,0,0.75,0
TC0115,Bideford,138,0.355072464,0.094202899,0.188405797,0.231884058,0.130434783
RC0052,Bideford Retail Core,95,0.421052632,0.115789474,0.178947368,0.147368421,0.136842105
TC0116,Biggleswade,4,0,0,0,1,0
RC0053,Biggleswade Retail Core,2,0,0,0,1,0
TC0117,Billericay,147,0.333333333,0.068027211,0.224489796,0.360544218,0.013605442
RC0054,Billericay Retail Core,54,0.351851852,0.092592593,0.185185185,0.37037037,0
TC0118,Billingham,10,0.5,0.3,0,0.2,0
RC0055,Billingham Retail Core,7,0.571428571,0.285714286,0,0.142857143,0
TC0119,Bilston,11,0.181818182,0.181818182,0.181818182,0.363636364,0.090909091
RC0056,Bilston Retail Core,9,0.222222222,0.111111111,0.222222222,0.333333333,0.111111111
TC0120,Bingham,11,0.272727273,0.272727273,0,0.454545455,0
TC0121,Bingley,8,0.25,0.125,0,0.625,0
TC0123,Birchwood Station,21,0.476190476,0.19047619,0.19047619,0.095238095,0.047619048
RC0057,Birchwood Station Retail Core,7,0.428571429,0.285714286,0.142857143,0.142857143,0
TC0124,Birkenhead,276,0.438405797,0.072463768,0.221014493,0.221014493,0.047101449
RC0058,Birkenhead Retail Core,186,0.564516129,0.080645161,0.134408602,0.198924731,0.021505376
TC0125,Birmingham,1284,0.331775701,0.062305296,0.316978193,0.207943925,0.080996885
RC0059,Birmingham Retail Core,766,0.454308094,0.060052219,0.187989556,0.204960836,0.092689295
TC0126,Birstal Smithies,4,0.25,0.25,0.25,0.25,0
TC0127,Birstall Shopping Park,31,0.806451613,0,0.193548387,0,0
RC0060,Birstall Shopping Park Retail Core,25,0.84,0,0.16,0,0
TC0128,Bishop Auckland,226,0.384955752,0.07079646,0.216814159,0.261061947,0.066371681
RC0061,Bishop Auckland Retail Core,146,0.431506849,0.082191781,0.157534247,0.239726027,0.089041096
TC0130,Bishop's Stortford,267,0.449438202,0.04494382,0.179775281,0.322097378,0.003745318
RC0062,Bishop's Stortford Retail Core,200,0.5,0.045,0.145,0.305,0.005
TC0131,Bishop's Waltham,5,0.4,0.2,0,0.4,0
TC0132,Bitterne,69,0.260869565,0.115942029,0.202898551,0.376811594,0.043478261
TC0133,Blaby,5,0.2,0,0,0.8,0
TC0134,Blackburn,136,0.470588235,0.066176471,0.058823529,0.389705882,0.014705882
RC0063,Blackburn Retail Core,102,0.558823529,0.078431373,0.029411765,0.333333333,0
TC0135,Blackfen,2,0,0.5,0,0.5,0
TC0136,Blackheath,121,0.305785124,0.099173554,0.231404959,0.338842975,0.024793388
TC0137,"Blackheath, Birmingham",2,1,0,0,0,0
RC0064,"Blackheath, Birmingham Retail Core",1,1,0,0,0,0
TC0138,Blackpool,887,0.214205186,0.043968433,0.501691094,0.099210823,0.140924464
RC0065,Blackpool Retail Core,379,0.36939314,0.063324538,0.274406332,0.155672823,0.137203166
TC0139,Blackwood,15,0.2,0.333333333,0.133333333,0.266666667,0.066666667
RC0066,Blackwood Retail Core,15,0.2,0.333333333,0.133333333,0.266666667,0.066666667
TC0140,Blandford Forum,140,0.435714286,0.071428571,0.157142857,0.307142857,0.028571429
RC0067,Blandford Forum Retail Core,94,0.425531915,0.063829787,0.159574468,0.319148936,0.031914894
TC0141,Bletchley,112,0.348214286,0.098214286,0.160714286,0.3125,0.080357143
RC0068,Bletchley Retail Core,41,0.390243902,0.097560976,0.146341463,0.268292683,0.097560976
TC0142,Bloxwich,60,0.316666667,0.183333333,0.133333333,0.283333333,0.083333333
TC0143,Bluewater Regional Shopping Centre,240,0.758333333,0.0375,0.133333333,0.070833333,0
RC0069,Bluewater Regional Shopping Centre Retail Core,240,0.758333333,0.0375,0.133333333,0.070833333,0
TC0144,Blyth,165,0.339393939,0.121212121,0.157575758,0.278787879,0.103030303
RC0070,Blyth Retail Core,140,0.364285714,0.135714286,0.157142857,0.242857143,0.1
TC0145,Bodmin,7,0.428571429,0.142857143,0,0.428571429,0
TC0146,Bognor Regis,266,0.372180451,0.07518797,0.248120301,0.248120301,0.056390977
RC0071,Bognor Regis Retail Core,160,0.48125,0.075,0.15,0.24375,0.05
TC0147,Boldmere,9,0.333333333,0.222222222,0.111111111,0.333333333,0
TC0148,Bolsover,9,0.333333333,0.333333333,0.111111111,0.222222222,0
TC0149,Bolton,435,0.374712644,0.068965517,0.190804598,0.227586207,0.137931034
RC0072,Bolton Retail Core,350,0.411428571,0.065714286,0.177142857,0.22,0.125714286
TC0150,Bootle,135,0.459259259,0.118518519,0.162962963,0.207407407,0.051851852
RC0073,Bootle Retail Core,118,0.483050847,0.118644068,0.144067797,0.203389831,0.050847458
TC0152,Borehamwood,169,0.295857988,0.088757396,0.24260355,0.319526627,0.053254438
RC0074,Borehamwood Retail Core,21,0.666666667,0.047619048,0.095238095,0.19047619,0
TC0153,Boscombe,78,0.525641026,0.064102564,0.115384615,0.269230769,0.025641026
RC0075,Boscombe Retail Core,67,0.537313433,0.059701493,0.104477612,0.268656716,0.029850746
TC0154,Boston,333,0.375375375,0.081081081,0.213213213,0.279279279,0.051051051
RC0076,Boston Retail Core,203,0.413793103,0.064039409,0.206896552,0.261083744,0.054187192
TC0155,"Botchergate, Carlisle",13,0.384615385,0,0.153846154,0.230769231,0.230769231
TC0156,"Botley Road, Oxford",9,0.111111111,0.444444444,0,0.444444444,0
TC0157,"Botley, Hedge End",2,0.5,0.5,0,0,0
TC0159,Boughton,NA,NA,NA,NA,NA,NA
TC0160,Bourne,4,0.25,0.5,0,0.25,0
TC0162,Bournemouth,535,0.336448598,0.052336449,0.31588785,0.228037383,0.06728972
RC0077,Bournemouth Retail Core,338,0.455621302,0.056213018,0.221893491,0.207100592,0.059171598
TC0163,Bow,76,0.342105263,0.118421053,0.210526316,0.25,0.078947368
TC0165,Bowness-on-Windermere,9,0.555555556,0.222222222,0.111111111,0.111111111,0
TC0166,Bracknell,150,0.42,0.06,0.133333333,0.266666667,0.12
RC0078,Bracknell Retail Core,114,0.429824561,0.070175439,0.122807018,0.280701754,0.096491228
TC0167,Bradford,600,0.33,0.065,0.233333333,0.226666667,0.145
RC0079,Bradford Retail Core,453,0.364238411,0.059602649,0.158940397,0.267108168,0.150110375
TC0168,Bradford-on-Avon,3,0.333333333,0,0.333333333,0.333333333,0
TC0169,Braintree,17,0.588235294,0,0.058823529,0.352941176,0
RC0080,Braintree Retail Core,17,0.588235294,0,0.058823529,0.352941176,0
TC0170,Bramhall,33,0.212121212,0.212121212,0.03030303,0.515151515,0.03030303
RC0081,Bramhall Retail Core,16,0.25,0.25,0,0.5,0
TC0171,Bransholme,41,0.365853659,0.170731707,0.12195122,0.341463415,0
TC0172,Brecon,10,0.6,0.3,0.1,0,0
RC0082,Brecon Retail Core,6,0.666666667,0.333333333,0,0,0
TC0173,Brent Cross,126,0.753968254,0.023809524,0.126984127,0.079365079,0.015873016
RC0083,Brent Cross Retail Core,126,0.753968254,0.023809524,0.126984127,0.079365079,0.015873016
TC0175,Brentwood,241,0.373443983,0.053941909,0.199170124,0.356846473,0.01659751
RC0084,Brentwood Retail Core,155,0.438709677,0.058064516,0.161290323,0.316129032,0.025806452
TC0176,Bridgend,241,0.340248963,0.062240664,0.199170124,0.331950207,0.066390041
RC0085,Bridgend Retail Core,168,0.375,0.077380952,0.160714286,0.30952381,0.077380952
TC0177,Bridgnorth,7,0.428571429,0.285714286,0,0.142857143,0.142857143
RC0086,Bridgnorth Retail Core,7,0.428571429,0.285714286,0,0.142857143,0.142857143
TC0178,Bridgwater,197,0.350253807,0.045685279,0.243654822,0.30964467,0.050761421
RC0087,Bridgwater Retail Core,125,0.408,0.04,0.144,0.368,0.04
TC0179,Bridlington,346,0.349710983,0.104046243,0.341040462,0.156069364,0.049132948
RC0088,Bridlington Retail Core,205,0.380487805,0.107317073,0.302439024,0.16097561,0.048780488
TC0180,Bridport,131,0.480916031,0.083969466,0.152671756,0.251908397,0.030534351
RC0089,Bridport Retail Core,97,0.494845361,0.082474227,0.12371134,0.257731959,0.041237113
TC0181,Brierley Hill,14,0.5,0.357142857,0,0.142857143,0
RC0090,Brierley Hill Retail Core,5,0.4,0.4,0,0.2,0
TC0182,Brigg,79,0.341772152,0.063291139,0.215189873,0.379746835,0
TC0183,Brighouse,98,0.326530612,0.153061224,0.142857143,0.326530612,0.051020408
RC0091,Brighouse Retail Core,81,0.345679012,0.148148148,0.12345679,0.333333333,0.049382716
TC0184,Brighton and Hove,1931,0.373381668,0.084412222,0.309166235,0.189539099,0.043500777
RC0092,Brighton and Hove Retail Core,954,0.472746331,0.070230608,0.265199161,0.157232704,0.034591195
TC0185,Bristol,1423,0.315530569,0.054813774,0.314827829,0.182009838,0.13281799
RC0093,Bristol Retail Core,341,0.524926686,0.06744868,0.149560117,0.123167155,0.134897361
TC0186,Brixham,128,0.4375,0.109375,0.21875,0.1875,0.046875
TC0187,Brixton,363,0.297520661,0.170798898,0.184573003,0.190082645,0.157024793
RC0094,Brixton Retail Core,228,0.355263158,0.197368421,0.144736842,0.162280702,0.140350877
TC0188,Broadstairs,12,0.416666667,0,0.25,0.333333333,0
TC0189,Broadstone,1,0,0,0,1,0
TC0190,"Broadwalk Shopping Centre, Upper Knowle",37,0.351351351,0.189189189,0.162162162,0.27027027,0.027027027
TC0191,Broadway,1,1,0,0,0,0
TC0192,Bromborough Rake,1,0,0,0,1,0
TC0193,"Bromford Lane, Birmingham",12,0.166666667,0.166666667,0.083333333,0.583333333,0
TC0194,Bromley,456,0.464912281,0.054824561,0.171052632,0.212719298,0.096491228
RC0095,Bromley Retail Core,364,0.524725275,0.06043956,0.129120879,0.203296703,0.082417582
RC0096,Brompton Retail Core,63,0.571428571,0.031746032,0.26984127,0.079365079,0.047619048
TC0196,Bromsgrove,81,0.382716049,0.086419753,0.074074074,0.37037037,0.086419753
RC0097,Bromsgrove Retail Core,50,0.4,0.1,0.04,0.34,0.12
TC0201,Broomhill,83,0.265060241,0.084337349,0.265060241,0.325301205,0.060240964
TC0202,Brownhills,58,0.310344828,0.206896552,0.172413793,0.293103448,0.017241379
TC0206,Buckingham,21,0.238095238,0.142857143,0.095238095,0.476190476,0.047619048
RC0098,Buckingham Retail Core,12,0.333333333,0.083333333,0.083333333,0.416666667,0.083333333
TC0207,Buckley,NA,NA,NA,NA,NA,NA
TC0208,Bude,3,0,0.666666667,0,0.333333333,0
RC0099,Bude Retail Core,2,0,0.5,0,0.5,0
TC0210,Builth-Wells,NA,NA,NA,NA,NA,NA
TC0211,Bulwell,33,0.393939394,0.212121212,0.090909091,0.272727273,0.03030303
RC0100,Bulwell Retail Core,32,0.375,0.21875,0.09375,0.28125,0.03125
TC0212,Bungay,1,0,0,0,1,0
TC0214,Burford,5,0.4,0.2,0,0.4,0
TC0215,Burgess Hill,23,0.52173913,0.173913043,0.130434783,0.130434783,0.043478261
RC0101,Burgess Hill Retail Core,21,0.523809524,0.19047619,0.095238095,0.142857143,0.047619048
TC0216,Burnham,6,0.333333333,0,0.166666667,0.333333333,0.166666667
TC0217,Burnham-on-Sea,144,0.388888889,0.076388889,0.222222222,0.277777778,0.034722222
TC0218,Burnley,341,0.366568915,0.049853372,0.219941349,0.281524927,0.082111437
RC0102,Burnley Retail Core,270,0.381481481,0.059259259,0.188888889,0.281481481,0.088888889
TC0219,Burnt Oak,109,0.330275229,0.220183486,0.183486239,0.247706422,0.018348624
RC0103,Burnt Oak Retail Core,54,0.351851852,0.203703704,0.166666667,0.277777778,0
TC0220,Burslem,9,0.333333333,0.111111111,0.222222222,0.333333333,0
RC0104,Burslem Retail Core,8,0.375,0,0.25,0.375,0
TC0221,Burton-upon-Trent,307,0.403908795,0.058631922,0.166123779,0.286644951,0.084690554
RC0105,Burton-upon-Trent Retail Core,267,0.441947566,0.052434457,0.157303371,0.265917603,0.082397004
TC0222,Bury,165,0.557575758,0.078787879,0.096969697,0.254545455,0.012121212
TC0223,"Bury Park, Luton",99,0.373737374,0.161616162,0.171717172,0.262626263,0.03030303
RC0106,Bury Retail Core,155,0.541935484,0.077419355,0.096774194,0.270967742,0.012903226
TC0224,Bury St. Edmunds,390,0.461538462,0.041025641,0.194871795,0.235897436,0.066666667
RC0107,Bury St. Edmunds Retail Core,317,0.482649842,0.044164038,0.192429022,0.208201893,0.072555205
TC0226,Bushey,NA,NA,NA,NA,NA,NA
TC0228,Buxton,16,0.5625,0.125,0.125,0.125,0.0625
RC0108,Buxton Retail Core,14,0.642857143,0.142857143,0.071428571,0.071428571,0.071428571
TC0229,Byker,17,0.470588235,0.058823529,0.176470588,0.294117647,0
TC0230,Caernarfon,78,0.307692308,0.102564103,0.179487179,0.346153846,0.064102564
RC0109,Caernarfon Retail Core,47,0.446808511,0.063829787,0.170212766,0.234042553,0.085106383
TC0231,Caerphilly,8,0.25,0.25,0.25,0.25,0
RC0110,Caerphilly Retail Core,4,0.25,0.25,0.25,0.25,0
TC0233,Caledonian Road,107,0.186915888,0.140186916,0.271028037,0.214953271,0.186915888
TC0234,Callington,NA,NA,NA,NA,NA,NA
TC0235,Calne,2,0.5,0,0,0.5,0
TC0236,Camberley,226,0.433628319,0.03539823,0.194690265,0.234513274,0.101769912
RC0111,Camberley Retail Core,204,0.446078431,0.034313725,0.196078431,0.225490196,0.098039216
TC0237,Camberwell,140,0.242857143,0.15,0.321428571,0.264285714,0.021428571
TC0238,Camborne,113,0.380530973,0.115044248,0.168141593,0.274336283,0.061946903
TC0239,Cambridge,512,0.3984375,0.04296875,0.26953125,0.181640625,0.107421875
RC0112,Cambridge Retail Core,327,0.525993884,0.04587156,0.180428135,0.140672783,0.107033639
TC0240,Camden Town,965,0.317098446,0.084974093,0.284974093,0.222797927,0.09015544
RC0113,Camden Town Retail Core,226,0.353982301,0.066371681,0.300884956,0.17699115,0.101769912
TC0241,Canary Wharf,266,0.345864662,0.07518797,0.334586466,0.221804511,0.022556391
RC0114,Canary Wharf Retail Core,76,0.460526316,0.092105263,0.223684211,0.210526316,0.013157895
TC0242,Cannock,201,0.388059701,0.07960199,0.099502488,0.348258706,0.084577114
RC0115,Cannock Retail Core,138,0.456521739,0.115942029,0.057971014,0.326086957,0.043478261
TC0243,Canterbury,517,0.415860735,0.056092843,0.234042553,0.216634429,0.077369439
RC0116,Canterbury Retail Core,377,0.4933687,0.047745358,0.214854111,0.164456233,0.079575597
TC0244,Canvey Island,11,0.454545455,0.181818182,0.090909091,0.181818182,0.090909091
